tx_id,timestamp,src_type,src_id,dst_type,dst_id,amount,currency,channel,src_country,dst_country,is_cross_border,rule_hits,anomaly_score,label
468,2025-07-12T03:08:11Z,company,53,customer,58,192.12,USD,SWIFT,CH,FR,True,,25,normal
469,2025-08-09T17:22:11Z,company,9,company,34,1148.12,USD,CASH,LU,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,47,normal
470,2025-08-01T20:26:11Z,customer,135,company,70,3123.26,EUR,SEPA,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,36,normal
471,2025-07-31T07:20:11Z,customer,102,company,26,150.55,CHF,PSU-PSD2,FR,RU,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,62,normal
472,2025-08-07T13:16:11Z,customer,123,customer,160,1285.94,GBP,SEPA,FR,FR,False,,8,normal
473,2025-07-29T17:26:11Z,customer,110,customer,120,3409.97,CHF,CASH,FR,FR,False,,15,normal
474,2025-07-27T11:45:11Z,company,30,customer,186,1412.29,CHF,CASH,IT,FR,True,,23,normal
475,2025-08-03T04:51:11Z,customer,99,customer,141,3142.99,GBP,PSU-PSD2,FR,FR,False,ODD_HOUR_ACTIVITY,43,normal
476,2025-08-16T00:49:11Z,customer,29,customer,63,695.56,USD,CARD,FR,FR,False,HIGH_RISK_ENTITY,37,normal
477,2025-08-24T08:55:11Z,company,72,customer,5,1600.42,GBP,SEPA,LU,FR,True,,9,normal
478,2025-07-19T14:03:11Z,customer,20,customer,86,2862.92,USD,CARD,FR,FR,False,,16,normal
479,2025-08-02T13:49:11Z,customer,122,customer,9,4174.35,USD,CASH,FR,FR,False,,20,normal
480,2025-07-15T05:15:11Z,company,59,customer,1,158.91,EUR,CARD,AE,FR,True,,8,normal
481,2025-07-27T07:24:11Z,company,72,customer,96,859.13,USD,CASH,LU,FR,True,,21,normal
482,2025-08-30T23:44:11Z,customer,133,company,52,4824.15,USD,CRYPTO,FR,SG,True,FONDS_SEIN_PAYS_TIER,46,normal
483,2025-08-15T04:25:11Z,customer,59,customer,60,3870.25,EUR,PSU-PSD2,FR,FR,False,ODD_HOUR_ACTIVITY,31,normal
484,2025-07-22T14:01:11Z,customer,15,customer,91,5174.99,GBP,CARD,FR,FR,False,,20,normal
485,2025-07-27T00:24:11Z,customer,30,customer,138,3876.62,EUR,CRYPTO,FR,FR,False,ODD_HOUR_ACTIVITY,36,normal
486,2025-08-24T04:02:11Z,customer,181,customer,156,3375.63,CHF,CARD,FR,FR,False,ODD_HOUR_ACTIVITY,34,normal
487,2025-09-06T18:33:11Z,customer,55,customer,171,271.33,CHF,CASH,FR,FR,False,,15,normal
488,2025-08-26T02:16:11Z,company,77,company,63,316.67,EUR,SWIFT,DE,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,48,normal
489,2025-08-25T05:40:11Z,company,72,company,18,4490.29,CHF,SWIFT,LU,IE,True,,17,normal
490,2025-08-02T02:07:11Z,customer,179,customer,136,721.31,GBP,SWIFT,FR,FR,False,,24,normal
491,2025-08-28T11:37:11Z,customer,15,customer,44,1250.27,USD,CASH,FR,FR,False,,18,normal
492,2025-07-19T17:35:11Z,company,10,customer,57,477.2,GBP,SEPA,IE,FR,True,,27,normal
493,2025-08-27T15:12:11Z,company,34,customer,13,1847.34,EUR,CARD,NG,FR,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,45,normal
494,2025-08-19T06:56:11Z,company,38,company,47,776.07,GBP,CRYPTO,US,IT,True,,19,normal
495,2025-07-18T06:11:11Z,customer,188,customer,27,2003.34,GBP,CARD,FR,FR,False,,30,normal
496,2025-08-06T21:51:11Z,company,24,company,46,1973.29,GBP,SEPA,AE,FR,True,,24,normal
497,2025-08-01T01:52:11Z,customer,102,customer,24,488.85,EUR,SWIFT,FR,FR,False,,32,normal
498,2025-08-17T21:41:11Z,customer,12,company,55,7288.53,CHF,CARD,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,48,normal
499,2025-07-14T22:15:11Z,customer,86,company,6,3632.73,USD,CARD,FR,ES,True,,23,normal
500,2025-07-17T05:38:11Z,customer,173,customer,189,3741.01,CHF,SWIFT,FR,FR,False,,23,normal
501,2025-08-21T18:03:11Z,customer,117,customer,9,1155.89,GBP,PSU-PSD2,FR,FR,False,,22,normal
502,2025-08-02T07:37:11Z,customer,15,customer,101,4067.47,USD,CRYPTO,FR,FR,False,,26,normal
503,2025-07-26T22:07:11Z,customer,121,company,39,408.89,GBP,PSU-PSD2,FR,GB,True,,9,normal
504,2025-08-21T17:46:11Z,company,6,company,56,3821.87,CHF,CRYPTO,ES,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,38,normal
505,2025-08-13T04:03:11Z,customer,6,company,39,1990.49,EUR,CASH,FR,GB,True,,29,normal
506,2025-08-07T14:30:11Z,customer,53,customer,200,1558.13,EUR,SWIFT,FR,FR,False,HIGH_RISK_ENTITY,35,normal
507,2025-08-27T07:17:11Z,customer,146,customer,52,281.26,EUR,CRYPTO,FR,FR,False,,11,normal
508,2025-07-25T20:03:11Z,customer,36,customer,126,113.62,GBP,SWIFT,FR,FR,False,,9,normal
509,2025-07-22T09:51:11Z,customer,102,company,23,3023.75,GBP,CRYPTO,FR,IT,True,,20,normal
510,2025-07-26T22:06:11Z,company,43,customer,48,639.45,CHF,SEPA,SG,FR,True,,10,normal
511,2025-08-05T02:14:11Z,customer,185,company,45,346.71,GBP,SEPA,FR,GB,True,,15,normal
512,2025-07-22T18:49:11Z,customer,19,company,64,134.05,GBP,SEPA,FR,BE,True,,13,normal
513,2025-07-28T14:29:11Z,customer,29,company,59,68.86,GBP,SWIFT,FR,AE,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_ENTITY,56,normal
514,2025-07-13T00:31:11Z,company,49,company,74,3005.26,USD,CRYPTO,US,GB,True,ODD_HOUR_ACTIVITY,33,normal
515,2025-07-25T22:18:11Z,company,1,company,41,2965.54,CHF,CRYPTO,IT,GB,True,,10,normal
516,2025-07-21T14:03:11Z,customer,72,company,40,2290.7,GBP,PSU-PSD2,FR,GB,True,,12,normal
517,2025-09-04T01:24:11Z,company,21,company,61,3256.61,EUR,CASH,GB,GB,False,ODD_HOUR_ACTIVITY,44,normal
518,2025-07-14T08:06:11Z,customer,16,customer,65,4019.27,EUR,SEPA,FR,FR,False,,21,normal
519,2025-09-08T06:34:11Z,customer,200,company,6,600.33,GBP,SWIFT,FR,ES,True,HIGH_RISK_ENTITY,37,normal
520,2025-07-20T08:00:11Z,customer,191,customer,88,6.66,EUR,SWIFT,FR,FR,False,,21,normal
521,2025-08-26T21:46:11Z,customer,134,customer,89,2203.39,EUR,CARD,FR,FR,False,,13,normal
522,2025-09-02T05:47:11Z,customer,75,customer,98,8139.24,USD,SWIFT,FR,FR,False,,25,normal
523,2025-08-22T14:19:11Z,company,6,customer,178,5607.27,USD,SWIFT,ES,FR,True,,18,normal
524,2025-09-08T17:14:11Z,company,47,company,2,4283.7,CHF,CARD,IT,IE,True,,25,normal
525,2025-07-22T13:29:11Z,customer,70,company,64,5545.9,USD,SWIFT,FR,BE,True,,21,normal
526,2025-08-25T17:37:11Z,customer,174,company,68,788.66,EUR,SWIFT,FR,CH,True,FONDS_SEIN_PAYS_TIER,37,normal
527,2025-08-12T22:11:11Z,customer,122,customer,132,5850.77,CHF,PSU-PSD2,FR,FR,False,,21,normal
528,2025-09-02T21:41:11Z,customer,147,company,21,1643.48,CHF,SEPA,FR,GB,True,,25,normal
529,2025-08-04T21:16:11Z,company,2,customer,10,2780.34,USD,SWIFT,IE,FR,True,,12,normal
530,2025-08-22T06:54:11Z,customer,24,customer,75,4663.64,GBP,CASH,FR,FR,False,,9,normal
531,2025-08-08T09:03:11Z,company,13,company,21,2447.67,USD,SWIFT,CH,GB,True,,36,normal
532,2025-08-11T01:13:11Z,customer,105,company,19,1752.06,GBP,CARD,FR,ES,True,,29,normal
533,2025-08-17T10:18:11Z,company,24,customer,32,4855.26,USD,SEPA,AE,FR,True,,18,normal
534,2025-07-29T22:20:11Z,customer,139,customer,100,706.5,CHF,PSU-PSD2,FR,FR,False,,25,normal
535,2025-08-27T07:02:11Z,company,31,customer,87,2203.02,CHF,CARD,BE,FR,True,,24,normal
536,2025-07-14T22:44:11Z,customer,33,customer,137,526.73,USD,CARD,FR,FR,False,,24,normal
537,2025-08-23T00:02:11Z,company,8,company,16,1393.03,USD,CARD,CN,US,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,35,normal
538,2025-07-11T09:16:11Z,customer,164,company,16,214.12,CHF,CARD,FR,US,True,FONDS_SEIN_PAYS_TIER,32,normal
539,2025-07-31T00:42:11Z,company,30,customer,110,6042.19,CHF,CASH,IT,FR,True,ODD_HOUR_ACTIVITY,25,normal
540,2025-07-20T06:38:11Z,customer,58,customer,85,1183.62,EUR,SWIFT,FR,FR,False,,21,normal
541,2025-09-08T01:07:11Z,customer,8,company,7,2352.27,GBP,CASH,FR,NL,True,ODD_HOUR_ACTIVITY,28,normal
542,2025-07-13T20:43:11Z,company,62,customer,9,1523.82,CHF,PSU-PSD2,AE,FR,True,,29,normal
543,2025-07-25T19:31:11Z,customer,63,customer,5,312.07,CHF,SEPA,FR,FR,False,,26,normal
544,2025-08-02T05:31:11Z,company,75,company,46,2090.78,CHF,SEPA,ES,FR,True,,24,normal
545,2025-08-07T08:34:11Z,customer,126,customer,37,92.18,EUR,CASH,FR,FR,False,,14,normal
546,2025-09-04T09:05:11Z,company,2,customer,199,3876.4,GBP,SEPA,IE,FR,True,,15,normal
547,2025-08-30T04:28:11Z,customer,124,customer,69,1739.5,USD,CASH,FR,FR,False,,0,normal
548,2025-07-25T09:15:11Z,customer,178,company,56,299.36,USD,SEPA,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,31,normal
549,2025-07-26T17:33:11Z,customer,68,customer,146,891.52,USD,CASH,FR,FR,False,,14,normal
550,2025-07-18T06:37:11Z,customer,26,customer,77,22242.33,USD,CRYPTO,FR,FR,False,,21,normal
551,2025-08-22T02:58:11Z,customer,61,customer,16,1698.54,GBP,CARD,FR,FR,False,,8,normal
552,2025-07-12T11:55:11Z,customer,127,customer,6,1815.43,EUR,CARD,FR,FR,False,,5,normal
553,2025-08-26T11:28:11Z,customer,39,customer,194,3556.91,USD,CARD,FR,FR,False,,12,normal
554,2025-09-06T00:16:11Z,customer,192,customer,121,985.07,USD,CARD,FR,FR,False,,13,normal
555,2025-08-22T10:32:11Z,customer,54,company,5,6651.7,CHF,CARD,FR,LU,True,,14,normal
556,2025-07-26T16:21:11Z,customer,184,customer,14,2583.59,EUR,CARD,FR,FR,False,,27,normal
557,2025-08-21T18:49:11Z,customer,29,customer,30,1291.83,EUR,PSU-PSD2,FR,FR,False,HIGH_RISK_ENTITY,34,normal
558,2025-09-08T09:41:11Z,customer,94,customer,133,2299.05,GBP,SWIFT,FR,FR,False,,14,normal
559,2025-09-05T21:41:11Z,customer,130,company,56,749.43,USD,SWIFT,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,42,normal
560,2025-07-25T09:43:11Z,company,13,company,58,3214.73,GBP,CASH,CH,CN,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,45,normal
561,2025-07-26T00:27:11Z,company,28,customer,96,4058.39,EUR,CRYPTO,DE,FR,True,ODD_HOUR_ACTIVITY,49,normal
562,2025-07-28T10:28:11Z,company,48,company,31,3761.65,EUR,CRYPTO,LU,BE,True,,10,normal
563,2025-08-07T18:12:11Z,company,20,customer,78,26402.65,GBP,CASH,GB,FR,True,,8,normal
564,2025-08-08T15:49:11Z,company,19,customer,9,6099.45,GBP,PSU-PSD2,ES,FR,True,,25,normal
565,2025-09-02T10:41:11Z,company,8,customer,101,232.09,EUR,CASH,CN,FR,True,HIGH_RISK_JURISDICTION,31,normal
566,2025-09-04T16:23:11Z,customer,35,customer,177,5549.14,GBP,SEPA,FR,FR,False,,14,normal
567,2025-07-17T05:59:11Z,company,78,company,48,747.95,EUR,CARD,AE,LU,True,,33,normal
568,2025-08-13T22:39:11Z,customer,190,customer,149,3393.43,CHF,CASH,FR,FR,False,,18,normal
569,2025-07-24T01:02:11Z,company,66,customer,15,1283.91,GBP,CRYPTO,IR,FR,True,HIGH_RISK_JURISDICTION,43,normal
570,2025-07-29T16:38:11Z,company,56,company,63,1635.18,CHF,CASH,NG,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,65,normal
571,2025-08-16T08:36:11Z,customer,158,customer,50,2975.48,EUR,PSU-PSD2,FR,FR,False,,20,normal
572,2025-08-31T17:44:11Z,company,37,customer,163,814.17,USD,CARD,CN,FR,True,HIGH_RISK_JURISDICTION,34,normal
573,2025-07-31T03:18:11Z,company,60,customer,77,4761.01,CHF,SEPA,CH,FR,True,ODD_HOUR_ACTIVITY,36,normal
574,2025-08-13T09:20:11Z,customer,132,customer,166,2497.47,CHF,CRYPTO,FR,FR,False,,22,normal
575,2025-08-03T07:36:11Z,company,73,company,63,2454.38,CHF,CARD,DE,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,46,normal
576,2025-08-14T21:22:11Z,customer,103,company,59,2266.15,CHF,CARD,FR,AE,True,FONDS_SEIN_PAYS_TIER,45,normal
577,2025-07-19T18:54:11Z,company,80,company,21,7142.61,GBP,CASH,IE,GB,True,,17,normal
578,2025-08-24T08:15:11Z,customer,127,customer,195,3606.11,GBP,PSU-PSD2,FR,FR,False,,30,normal
579,2025-07-29T23:46:11Z,customer,108,customer,1,1075.52,GBP,SEPA,FR,FR,False,,18,normal
580,2025-09-04T00:18:11Z,customer,119,company,2,1253.84,GBP,CARD,FR,IE,True,,26,normal
581,2025-09-02T08:19:11Z,customer,186,customer,194,3866.93,CHF,SWIFT,FR,FR,False,,22,normal
582,2025-08-19T18:37:11Z,customer,20,customer,16,3431.64,EUR,CRYPTO,FR,FR,False,,30,normal
583,2025-09-07T10:11:11Z,customer,99,customer,146,4049.1,GBP,PSU-PSD2,FR,FR,False,,31,normal
584,2025-08-24T08:31:11Z,company,68,company,17,2122.28,EUR,SWIFT,CH,SG,True,FONDS_SEIN_PAYS_TIER,39,normal
585,2025-08-18T17:15:11Z,customer,8,company,5,1808.23,USD,SEPA,FR,LU,True,,16,normal
586,2025-08-13T04:58:11Z,company,21,customer,40,3567.99,CHF,CRYPTO,GB,FR,True,ODD_HOUR_ACTIVITY,38,normal
587,2025-08-06T23:36:11Z,company,62,customer,123,155.82,CHF,SEPA,AE,FR,True,,36,normal
588,2025-08-12T08:51:11Z,company,32,company,35,1510.35,EUR,SEPA,IE,FR,True,,18,normal
589,2025-09-07T19:15:11Z,customer,66,company,67,1176.74,EUR,SEPA,FR,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,54,normal
590,2025-08-20T05:26:11Z,company,53,customer,95,352.77,EUR,CRYPTO,CH,FR,True,,26,normal
591,2025-07-29T01:02:11Z,customer,37,company,36,244.9,CHF,CARD,FR,IT,True,,19,normal
592,2025-07-27T07:00:11Z,company,8,customer,133,1742.61,USD,CARD,CN,FR,True,HIGH_RISK_JURISDICTION,29,normal
593,2025-08-06T14:37:11Z,customer,176,customer,82,662.61,CHF,CASH,FR,FR,False,,11,normal
594,2025-08-12T15:10:11Z,customer,29,company,49,22095.34,GBP,SWIFT,FR,US,True,KBK_HIGH_AMOUNT_NON_URGENT;FONDS_SEIN_PAYS_TIER;HIGH_RISK_ENTITY,93,suspicious
595,2025-07-20T11:35:11Z,company,63,customer,31,2271.12,USD,SWIFT,IR,FR,True,HIGH_RISK_JURISDICTION,40,normal
596,2025-09-08T12:44:11Z,customer,26,customer,143,1804.03,GBP,SEPA,FR,FR,False,,13,normal
597,2025-09-03T14:19:11Z,customer,123,customer,136,2742.22,GBP,SWIFT,FR,FR,False,,28,normal
598,2025-08-07T05:30:11Z,company,53,customer,113,5281.22,USD,CARD,CH,FR,True,,19,normal
599,2025-07-13T07:30:11Z,customer,29,customer,171,716.93,GBP,CARD,FR,FR,False,HIGH_RISK_ENTITY,38,normal
600,2025-07-18T08:03:11Z,company,34,company,40,53.89,USD,CRYPTO,NG,GB,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,47,normal
601,2025-08-07T06:34:11Z,company,72,customer,181,1483.07,EUR,SEPA,LU,FR,True,,21,normal
602,2025-07-31T17:25:11Z,customer,70,company,26,614.11,USD,PSU-PSD2,FR,RU,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,45,normal
603,2025-08-26T16:33:11Z,customer,75,customer,63,1591.58,GBP,CASH,FR,FR,False,,13,normal
604,2025-08-25T22:53:11Z,company,12,customer,168,224.08,EUR,SWIFT,IR,FR,True,HIGH_RISK_JURISDICTION,35,normal
605,2025-07-24T05:29:11Z,company,60,customer,78,984.89,USD,SWIFT,CH,FR,True,,12,normal
606,2025-07-23T13:28:11Z,company,70,company,7,51.02,GBP,CRYPTO,NG,NL,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,38,normal
607,2025-08-03T02:38:11Z,customer,54,customer,180,2147.35,EUR,CASH,FR,FR,False,ODD_HOUR_ACTIVITY,24,normal
608,2025-08-12T20:35:11Z,customer,178,company,73,3657.34,CHF,PSU-PSD2,FR,DE,True,,8,normal
609,2025-07-31T16:02:11Z,customer,137,customer,7,1449.5,CHF,SWIFT,FR,FR,False,,21,normal
610,2025-09-02T03:21:11Z,company,11,customer,5,2566.62,GBP,CRYPTO,NG,FR,True,HIGH_RISK_JURISDICTION;ODD_HOUR_ACTIVITY,48,normal
611,2025-07-16T16:41:11Z,customer,14,customer,176,1223.13,GBP,PSU-PSD2,FR,FR,False,,3,normal
612,2025-07-24T06:30:11Z,customer,190,company,22,717.86,GBP,PSU-PSD2,FR,IE,True,,7,normal
613,2025-08-05T08:55:11Z,company,46,customer,29,866.49,USD,SEPA,FR,FR,False,,26,normal
614,2025-07-24T09:05:11Z,customer,152,company,49,553.25,GBP,PSU-PSD2,FR,US,True,FONDS_SEIN_PAYS_TIER,41,normal
615,2025-07-26T05:36:11Z,customer,32,company,48,2189.09,EUR,SWIFT,FR,LU,True,,3,normal
616,2025-08-19T17:57:11Z,company,32,company,18,3248.53,CHF,PSU-PSD2,IE,IE,False,,15,normal
617,2025-08-31T22:31:11Z,company,47,company,1,1661.28,GBP,CASH,IT,IT,False,,20,normal
618,2025-08-03T10:36:11Z,company,59,company,71,1635.2,CHF,PSU-PSD2,AE,BE,True,,14,normal
619,2025-09-03T10:50:11Z,customer,13,customer,138,534.32,USD,SWIFT,FR,FR,False,,21,normal
620,2025-07-13T11:54:11Z,customer,181,customer,17,6817.79,USD,CASH,FR,FR,False,,32,normal
621,2025-07-13T21:28:11Z,customer,92,company,75,2455.41,EUR,SEPA,FR,ES,True,,19,normal
622,2025-07-17T12:16:11Z,company,11,customer,196,6610.26,CHF,SWIFT,NG,FR,True,HIGH_RISK_JURISDICTION,41,normal
623,2025-08-07T11:00:11Z,company,53,customer,41,1299.35,EUR,CARD,CH,FR,True,,31,normal
624,2025-08-30T05:16:11Z,customer,181,customer,39,81.98,EUR,PSU-PSD2,FR,FR,False,,17,normal
625,2025-07-11T19:06:11Z,company,61,customer,28,2249.79,GBP,SEPA,GB,FR,True,,23,normal
626,2025-07-26T01:10:11Z,customer,16,company,29,3256.84,CHF,SWIFT,FR,LU,True,ODD_HOUR_ACTIVITY,38,normal
627,2025-08-25T12:40:11Z,customer,177,customer,122,5472.85,GBP,SWIFT,FR,FR,False,,19,normal
628,2025-09-07T21:41:11Z,customer,89,company,67,4323.15,USD,CARD,FR,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,59,normal
629,2025-07-21T06:13:11Z,company,15,customer,22,2974.18,USD,SEPA,IR,FR,True,HIGH_RISK_JURISDICTION,37,normal
630,2025-07-16T18:37:11Z,customer,54,customer,161,604.2,EUR,SEPA,FR,FR,False,,23,normal
631,2025-08-28T01:35:11Z,company,18,customer,9,13212.03,EUR,SEPA,IE,FR,True,ODD_HOUR_ACTIVITY,19,normal
632,2025-08-05T14:51:11Z,company,73,customer,45,704.47,GBP,CASH,DE,FR,True,,30,normal
633,2025-08-23T17:28:11Z,customer,188,company,68,561.81,USD,CRYPTO,FR,CH,True,FONDS_SEIN_PAYS_TIER,52,normal
634,2025-07-26T09:41:11Z,company,34,customer,4,3015.3,USD,PSU-PSD2,NG,FR,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,64,normal
635,2025-08-03T20:05:11Z,customer,111,company,49,574.3,CHF,SEPA,FR,US,True,FONDS_SEIN_PAYS_TIER,31,normal
636,2025-08-31T05:15:11Z,customer,191,company,32,2641.45,USD,CARD,FR,IE,True,,18,normal
637,2025-08-03T04:00:11Z,customer,5,company,60,1391.51,GBP,CASH,FR,CH,True,FONDS_SEIN_PAYS_TIER,43,normal
638,2025-08-05T13:32:11Z,company,68,customer,105,6221.86,CHF,CARD,CH,FR,True,,26,normal
639,2025-09-08T06:17:11Z,company,8,company,38,1469.38,GBP,CRYPTO,CN,US,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,32,normal
640,2025-08-13T01:48:11Z,customer,53,customer,63,1778.99,EUR,PSU-PSD2,FR,FR,False,HIGH_RISK_ENTITY,36,normal
641,2025-09-01T21:37:11Z,customer,126,customer,194,1883.53,USD,SEPA,FR,FR,False,,19,normal
642,2025-07-27T16:10:11Z,customer,53,customer,122,5297.84,USD,SEPA,FR,FR,False,HIGH_RISK_ENTITY,21,normal
643,2025-09-06T21:01:11Z,customer,38,company,35,2090.35,EUR,CRYPTO,FR,FR,False,,28,normal
644,2025-07-31T20:44:11Z,customer,41,company,49,1632.63,EUR,CASH,FR,US,True,FONDS_SEIN_PAYS_TIER,25,normal
645,2025-08-29T10:39:11Z,customer,182,company,55,8592.96,USD,CARD,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,34,normal
646,2025-07-18T13:36:11Z,company,71,company,42,2578.3,EUR,CASH,BE,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,32,normal
647,2025-07-17T03:57:11Z,company,16,company,63,7988.34,GBP,CASH,US,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION;ODD_HOUR_ACTIVITY,52,normal
648,2025-07-25T23:06:11Z,company,17,company,9,5144.29,GBP,CRYPTO,SG,LU,True,,17,normal
649,2025-08-31T16:07:11Z,company,62,company,68,612.36,EUR,PSU-PSD2,AE,CH,True,FONDS_SEIN_PAYS_TIER,29,normal
650,2025-08-14T17:36:11Z,customer,127,customer,139,1235.65,EUR,SEPA,FR,FR,False,,23,normal
651,2025-08-22T22:20:11Z,customer,146,customer,157,738.91,USD,PSU-PSD2,FR,FR,False,,16,normal
652,2025-08-06T13:33:11Z,customer,66,company,22,207.46,CHF,SEPA,FR,IE,True,,22,normal
653,2025-07-28T10:53:11Z,company,80,customer,31,5212.02,CHF,CRYPTO,IE,FR,True,,15,normal
654,2025-09-08T05:37:11Z,customer,198,customer,81,3735.92,EUR,SWIFT,FR,FR,False,,28,normal
655,2025-08-17T07:32:11Z,customer,95,customer,168,340.82,USD,CRYPTO,FR,FR,False,,30,normal
656,2025-08-26T02:35:11Z,company,73,customer,181,1557.81,USD,PSU-PSD2,DE,FR,True,,22,normal
657,2025-08-12T22:29:11Z,customer,146,customer,95,1183.71,CHF,SWIFT,FR,FR,False,,4,normal
658,2025-07-29T08:05:11Z,company,71,customer,156,2226.7,CHF,PSU-PSD2,BE,FR,True,,34,normal
659,2025-08-30T03:39:11Z,company,62,customer,172,752.38,EUR,CASH,AE,FR,True,,13,normal
660,2025-09-07T11:07:11Z,company,64,customer,140,2757.55,USD,CRYPTO,BE,FR,True,,12,normal
661,2025-09-06T23:54:11Z,customer,178,customer,44,2674.47,USD,SEPA,FR,FR,False,,31,normal
662,2025-08-11T09:34:11Z,customer,46,customer,71,1464.29,GBP,CARD,FR,FR,False,,24,normal
663,2025-08-31T20:08:11Z,customer,80,company,4,4523.84,EUR,PSU-PSD2,FR,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,56,normal
664,2025-08-24T08:10:11Z,customer,99,customer,184,579.6,CHF,CASH,FR,FR,False,,31,normal
665,2025-07-18T07:57:11Z,customer,65,customer,149,870.41,EUR,CASH,FR,FR,False,,21,normal
666,2025-07-15T19:32:11Z,company,20,customer,108,411.27,EUR,CARD,GB,FR,True,,35,normal
667,2025-08-30T22:30:11Z,company,70,company,52,1863.73,GBP,PSU-PSD2,NG,SG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,74,normal
668,2025-08-18T03:07:11Z,customer,178,customer,135,5736.66,USD,CASH,FR,FR,False,ODD_HOUR_ACTIVITY,37,normal
669,2025-08-28T22:11:11Z,customer,14,customer,53,257.17,CHF,CRYPTO,FR,FR,False,,24,normal
670,2025-08-09T05:54:11Z,customer,196,customer,148,1667.79,CHF,SWIFT,FR,FR,False,,30,normal
671,2025-07-23T05:41:11Z,company,43,customer,83,1796.9,EUR,CARD,SG,FR,True,,6,normal
672,2025-09-08T06:19:11Z,customer,176,company,9,4769.85,CHF,CRYPTO,FR,LU,True,,23,normal
673,2025-08-06T09:50:11Z,company,47,customer,87,1122.59,GBP,PSU-PSD2,IT,FR,True,,29,normal
674,2025-08-17T20:20:11Z,customer,44,customer,183,1986.37,EUR,CASH,FR,FR,False,,14,normal
675,2025-08-08T09:30:11Z,customer,119,company,22,1935.54,EUR,PSU-PSD2,FR,IE,True,,16,normal
676,2025-08-07T21:38:11Z,company,77,company,22,547.48,EUR,SWIFT,DE,IE,True,,14,normal
677,2025-07-15T07:44:11Z,customer,77,customer,59,1266.89,USD,SWIFT,FR,FR,False,,21,normal
678,2025-08-23T12:49:11Z,customer,156,company,46,2625.76,EUR,CARD,FR,FR,False,,19,normal
679,2025-08-19T14:35:11Z,customer,9,company,34,63.08,CHF,PSU-PSD2,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,61,normal
680,2025-08-31T01:10:11Z,company,72,company,9,3813.28,CHF,CASH,LU,LU,False,ODD_HOUR_ACTIVITY,40,normal
681,2025-07-16T16:21:11Z,customer,51,company,45,4236.5,GBP,CARD,FR,GB,True,,9,normal
682,2025-09-01T03:35:11Z,company,20,company,71,595.71,USD,CASH,GB,BE,True,,7,normal
683,2025-09-06T23:05:11Z,company,51,company,60,255.89,USD,CARD,BE,CH,True,FONDS_SEIN_PAYS_TIER,42,normal
684,2025-07-27T22:57:11Z,customer,2,company,30,71.28,EUR,CRYPTO,FR,IT,True,,8,normal
685,2025-09-02T21:36:11Z,company,19,customer,66,4395.65,GBP,CASH,ES,FR,True,,24,normal
686,2025-08-31T01:29:11Z,customer,12,customer,126,886.07,EUR,SWIFT,FR,FR,False,,23,normal
687,2025-08-10T21:01:11Z,customer,2,company,58,2600.35,CHF,CASH,FR,CN,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,56,normal
688,2025-08-13T16:15:11Z,company,36,company,34,1336.34,USD,CASH,IT,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,57,normal
689,2025-07-11T19:50:11Z,customer,32,company,45,3565.12,USD,SEPA,FR,GB,True,,16,normal
